,0
63,아니 장난하나 쿠팡아이디 로그인 된다더니 와우인지 뭔지 가입 안 하면 로그인도 안되냐? 어이가 없네.뭐 이딴 앱이 있어
64,아니 몇달을 정기결제 때문에 꽁으로 돈을 뜯기고 있는거야 비번 아이디 둘다 모르기 때문에 써비스센터 전화를 해도 통화를 할수가 없고 cj one 아이디도 없는데 내돈 내놔 꽁으로 6개월을 돈을 뜯어가냐 개 열받네
65,무료로보게해주세요 아님 저 죽어요...!
66,로그아웃좀 작작좀 됐으면 좋겠는데 며칠 나갔다 들어오면 로그아웃 되고 대체 왜이러는건가요 아이디찾기좀 그만 하고 싶은데..; 외우고 있어도 계속 아이디릉 왜써야되나여 계속 로그인 돼있으면 안해도 되는걸;; 이것좀 고쳐주세요
67,안녕하세요. 그냥 쿠팡 아이디랑 비번으로 로그인 하게 해주세요. 쿠팡앱연결 안하고요.
68,가격 손절ㅋㅋ 디즈니로 갈아타요 번창하세요
69,계정삭제 하려고 하면 계속문제가 있다고 최악이다
70,무료영화 좋아요
71,가입을 했는데 로그인이 안되요
72,오늘새벽 토트넘 경기. 방송 왜 안해줬냐!!!
73,가입했는데 또 돈내라고 하는 개 쓰레기앱 그래놓고 가입비는 올리냐? 응 왓챠갈꺼야
74,회원가입 유료인가요?가입하려다 망설이고있어요
75,가입하면 3개월 무료라길래 가입을 했는데 돈 내라고 뜨는데 혹시 가입해도 무료 시청권은 안주시는 건가요?
76,요청이 많아서 로그인이 안된다는데 어쩌라고요
77,Pc시청하기는잘되는데.같은아이디로.앱으로.로그인하면.이용권.구매내역이없다고나와요.월정7800구매했거든요.
78,분명 자동결제 해지했던걸로 기억하는데 자동으로 결제됨..
79,유료 사용잔데 평소에 광고나오는 것도 그런데 다시보기는 왜광고가나옵니까 다음회차선택하니깐 광고 뜨네요
80,네이버플러스로 티빙컨텐츠 못보게 막아놓다니... 배신이네요 ㅠㅠㅠㅠ 네이버플러스할이유가 없네요....
81,가입하면서 결재했는데 왜 또 결재창으로 넘아가지?? 돈은 빠져나갔는데ㅋㅋㅋㅋ????
82,가격 올릴거면 900원으로 떨어지게 해주세요 더모아 카드 혜택이라도 좀 빡세게 받아봅시다
83,무료3개월이라서 구독중인데 진짜 진짜 별루라 바로 해지할까 생각중..이런걸 월에 만원 가까이 지불하고 볼 이유가 있을까?!
84,가입하고 맛보기도 없이 결제하라구요?
85,가입하면 한달무료라고 했는데 한달후 자동해지인가요? 아님 자동으로 유로결제로바뀌어 비용청구되나요? 라고 17년도에 썼는데 아직답이없네ㅡㅡ
86,가입 처음 해봣는데 탈퇴는 어떻게하나여?
87,가격대비 진짜 좋음 넷플하기 잘한거 같음
88,회원가입하고 로그인하려고 하는데.. 계속 계정이 없다고 떠요... 돈은 내고 못 보고 있습니다ㅠ 해결 좀 부탁드려요..
89,멤버십 해제하기가 어렵네요...
90,"구독했다가 아무것도 시청하지않고 자꾸 튕기고 로그인하는데
불편함을 겪어 구독취소를 했는대
결제로 넘어가서 요금이 청구가 되는지 확인이 어렵네요 청구된다면 환불 부탁드려요"
91,유료어플에 며칠째 접속아 안되고 있네요
92,왓챠나 티빙 애플티비 같은것들은 요금제 가입하지 않아도 아이디(회원가입)만 하면 콘텐츠 머있는지 그리고 순위 등을 보여주는데 넷플 같은경우에는 무조건 요금제 선택해서 가입해야지만 로그인이 되네요.. 다른 ott서비스들 처럼 회원 등록 안해도 로그인 되게 해주면 좋겠습니다. 그리고 미리보기 같은것도 있으면 좋겠습니다.
93,항상 생각하는거지만 버퍼링 부터 시작해서 오류진짜 많습니다.갑자기 재생오류 났다고하는데 돈을 내고 하는 사람으로써 잘못샀다고밖에 생각이 들지않을까요?
94,계정이 있는대 갑자기 계정을 새로?만들라고떠서 지웠다 깔아봤는대 안돼내요 어이없고 당황했습니다 최대한 빨리 고쳐주세요
95,저가 깔고 로그인을 했는데 왜 튕기죠?
96,폰으로 쿠팡아이디로 로그인 안됨
97,멤버쉽 취소하기 드럽게 어렵게 해두셨네요. 아직도 취소를 못하고 있는데... 중국인이 만든어플보다 못한거 같아요. 그냥 넷플 갈아타고 싶은데 멤버쉽 취소도 못하고 억울하게 돈내야할까요?
98,가입하고 월이용권 하려하니 구글 플레이에서만 결재 된다고해서 앱 지웠습니다
99,넘 재밌고 유용 하네요
100,회원아이디 비번변경시 드럽게 인증많이요구하네. 하고보니 방송3사는 나오지도않구만 개떡
101,결제할라고 로그인하니까 한동안 계속 흰바탕만 나오고 본화면이 나오지않네요 왜그런건가요 넷플릭스 보고싶은데 나오지가 않으니까 답답하네요
102,로그인 불가..이리 만들어놓구 무슨 컨텐츠를 운영한다구 그러나..
103,예전에 구독했는데 네이버플러스로 봐서 이제 네이버플러스멤버쉽으로 보고 있는데 어떻게 해야 하나요?
104,무료여서좋고 명탐정 코난이없어서아쉽네요^^
105,무료 코너도 만들어 주셧으면 합니다 그것빼고는 다 좋습니다.
106,축구 볼라면 돈 내야됨 ㅠ ㅋㅋ
107,가격만 올리면 누가 보겠냐
108,회원가입이 불편하다
109,가입했고 앱 설치하려고 하는데 왜 설치가 안됩니까
110,유료란것만 빼고 다좋음
111,가입추천
112,무료라서 가끔봅니다. 넷플릭스 ui를 그대로 모방했는데 기술적으로는 한참 뒤쳐지네요 ㅜㅜ 안타깝네요
113,계정 찾는법 아이디와 비밀번호를 찾는법좀 알려주세요
114,정기결제 내역은 네이버에서 확인됐는데 12시 이후로 티빙에서는 이용권이없다고 이용이안되네요. 빨리해결해주세요.
115,티빙 아이디가 아니고 페북으로 로그인을 했는데 계정 만든사람이 아니면 들어가지질 않아서 돈 버렸어요. 티빙 믿었는데 실망스럽네요
116,웨이브 개 불편하네 티비로 영상 보려고 하는데 가운ㄷㅔ 동그라미 계속 돌아가네..;;
117,"로그인 어떻게 하나요? 무한 로그인중이네요 네이버 아이디로 로그인 할때마다 구글, 애플이 뜨고 구글 누르면 열기 눌러서 앱 뜨고 다시 로그인.... 짜증나네요 네이버 페이 이용자라 옛날 방송이나 볼려고 했더니.. 정말 이상하게 운영하네요"
118,네이버에서 2번 결재하고 다시 티빙오니 또 결재하라고 하고 결재하려가니 에라나서 안되고? 머여
119,가입은 되고 실행는 안되는..이건 뭔가요.!
120,가격만 비쌈
121,cj아이디로 로그인 하려고 했는데 약관에 동의해야 한다고 해서 했더니 계속해서 흰 화면만 보여주네요… 계속 기다려봐도 계속 다시 시도해봐도 동일합니다. 계속해서 이러면 도대체 티빙은 어떻게 이용해야하는 걸까요??
122,가격 인상 그만하면 좋게ㅛ에여
123,탈퇴안됨
124,"부모님이 네이버계정으로 계정을 만드셔서
저도 로그인하려고 하는데 이메일을 정확히 적었는데도 자꾸 결제도 안되어있는 새 계정에 로그인이 되네요ㅠ"
125,가입하려다 인증 3번하고 또 뭐 하라고 해서 그냥 안함
126,탈퇴하기가 왜 이렇게 까다롭습니까 피씨에서만 탈퇴할 수 있게 해놨던데요 앱에서도 탈퇴할 수 있게 해주세요!
127,가입 프로모션으로 웨이브 할인된다고해서 햇는데 요금에는 웨이브 결제후 청구할인 된거로 나옴.. 근데 앱 들어가면 이용권 없다고 나옴. 이거뭐죠?
128,유료로 보는데 LIVE에 광고여?? 좀 심한거 아닙니까??
129,축구좋아요
130,아니 어플 설치가 안되서 리뷰보니 똑같은 현상도많고 죄다 로봇같은 답변들만 보이고 아이디가 어딨고 오류현상 캡쳐가 어딨으며 현실적인 답변좀 다운이 안된다고요
131,탈퇴좀시켜줄래??
132,본인인증 한 아이디가 있다고 뜨는데 카톡긴편로그인같은데 로그인해도 영상을 못봄 로그아웃표시도 안뜸 이제까지 몰랐다가 티월드 폰요금부가서비스보고알았음 ㅡㅡ 뭐임 아이디 있으면 뭐해 보지도 못하는데
133,딱와우멤버십안하고하면안돼나요?
134,회원가입 하고 로그인 하는데 로그인이 되질 않네요 로그인 해도 다시 로그인 창으로 돌아오는데 버그가 심하네요
135,가입하면 후회함 마블영화 빼면 볼것도 하나 없고 이중과금에 환불도 안되는 베짱 쓰레기 OTT 서비스임
136,다른기기에 쿠팡아이디 로그인이 안됨
137,"전에 넷플릭스 로그인 한 적이 있었던거 같은데
아이디 비밀번호 둘 다 모르는데 혹시 
다시 회원가입 하는건 없너요 ?"
138,티빙 아이디로 로그인하는거 상당이 극협이네 회원가입해서 앱으로 설치해서 보라더만 뭔 앱으로 로그인이 되야하지 티빙 아이디로 로그인하니까 들어가 지지도 않노 티빙 아이디 만드는거 없애던가 왜 그따구로하지 빨리 내 7900원 내놔 아 그리고 뭔 자꾸 문의하래 문의 해도 안해주잖아 쓰레기 앱 특 문의해주세요 ×발 걍 앱 지워
139,싸고 유용하게 쓰고 있어요!!!ㅎㅎ
140,무료로 해주세요 그럼 더 좋을거 같은데 비싸요 저 돈없는데..왜 결제
141,진짜 버그가 너무많고 기본조작방법자체가 너무 불편해요 네이버페이아니었음 절때 안쓸 어플
142,"유료로 바뀌었구나..,,,,,,,,,,,,,,,"
143,무료 Live종료라니.. 정말 잘봤는데
144,네이버 간편로그인 하고나서 다른 아이디로 다시 로그인하려니까 자꾸 자동로그인됩니다. 아이디 변경할 수 있는 방법이 있나요? ㅜ
145,"잘되다가 로그인이왜안되는거죠?지금까지 cj아이디로이용했는데 입력정보가없다고하는데,.. 아이디찾기하면 나오는정보가 왜로그인이안되나요"
146,돈내고 멀쩡하게 쓰고있는아이디로 회원정보 없다고 로그인 안시켜줌 비밀번호도 당연바꿔봤음^^
147,유료화로 변했으면 유료채널은 광고가 없어야 되지않나 싶네요
148,무료로 아직은 잘 사용중입니다
149,"SK텔레콤 고객은 무료 시청으로 알고 있는데, 갑자기 Live 실시간 방송이 미리보기중으로 됩니다. 로그아웃 하고 다시 로그인 해도 미리보기만 가능하던데 이젠 유료인가요?"
150,무료이용 끝났다. 무료로 지상파만 봐도 충분하다. 설마 KBS도 뒷통수 칠까?
151,계정 여러개로 여러사람이 동시 시청하니 좋아요
152,가입 하지도 않았는데 카드 결제가 되었습니다. 고객센터 통화도 안돼구요
153,계정변경 어떻게하나요? 다른사람 계정으로쓰다가 제계정으로 다시가입했는데 계속 기존꺼 자동연결이되서 어디서 바꿔야하는지 모르겠어요
154,무료 아니에요 유로입니다
155,무료로 잘이용하고있었는데 왜 갑자기 유료로 바꾸셨는지 불편하네요
156,무료체험을위한서비스였다고...?처음가입시킬때는그런말전혀없었는데뜬금...기분나빠서탈퇴해야겠어요~불쾌합니다~!!!
157,유료앱인데 왜 광고를 봐야하는거죠? 짧은 광고도 아닌 현재까지 2분 짜리를 왜 봐야하는겁니까? 별한개도 아까움
158,가격이비싸다.
159,네이버 2차 알림톡도 안오는데 OTP도 안되네요.
160,"회원가입진행중, 매달 자동결재라고하여 ""이용약관동의""화면에서 동의를 안했는데, 가입 안된거 확실하죠?"
161,쿠팡 아이디가 없어서 안됐슈다
162,로켓와우 회원을 첨부터 쭉~몇년째 썻는데... 그중 제일 맘에 드는게 와우회원은 쿠.플 무료구독되는거네요!! 매달 정기적으로 결제하며 보는 다른 것보다 제 취향에 맞는것같아요^^ 쿠.플때문이라도 와우 회원은 쭉 유지해야겠네요^^
163,무료로 다 볼수 있나요
