,0
120,LG UHD TV 20년 12월에 제작된 스마트TV를 쓰고 있습니다. 최근에 LG채널 지상파 계열 대규모 칼질이후 할 수 없이 TV내장인 웨이브 어플을 쓰고 있는데 요금제는 프리미엄인데 화질은 FHD도 아닌 거 같네요. 비싼 요금 주면서 쓰는데 UHD로 나오는 방송은 없고 레전드 시트콤 채널은 240P로 송출되는지 LG채널 시절보다 열화가 심합니다. 화질선택권도 없고 지상파 계열 채널은 왜 계약이 끊겨서 불편하게 가는지 궁금하네요.
121,제가 찾는 지난 방송이 다른데는 없는데 웨이브에서는 가능하더라구요 그래서 항상 너무 잘 애용하고있어요^-^
122,재미있고 유익해요
123,"통신사를 Sk telecom 사용중이라 기기에 T월드 아이디 로그인이 되어있어서 별도의 회원가입 없이 바로 정보가 따라와서 편리했습니다. 여러 프로그램 시청을 위해 자주 이용하고 있구요, 보다가 중간에 종료시에도 나중에 이어보기가 가능한 점도 좋았습니다!"
124,네이버에서 결제하고 티빙에서 볼려하는데 이용권이 없다하네요 너무 번거롭습니다
125,볼게많구 실시간으로 볼수도있구 너무좋아요~~~♡
126,광고 좀 없애주세요. 매번 볼때마다 불편합니다.
127,지상파 방송을 쉽게 볼 수 있습니다.
128,존경합니다..결제까지 3번의 인증을 거쳐야하는 이런 쓰레기같은....드러워서 안한다
129,원래도 tv로 안보고 웨이브로 보긴했는데 이상청 보느라 요즘 맨날 들어가여 ㅎㅎ 오리지널 또 만들어주세여
130,아 네이버 가입하고 다시 3000원결재해서 베이직 요금제햇는데도 계속 결제하라고 하네요 술꾼 보려하는데요
131,좋아요. 영화도 볼만한것 많아요
132,네이버로 로그인 하려고 하자 인증하라고 비밀번호 및 영수증 등 입력이 나옵니다 10번을 해도 로그인이 안되고요. 몇번을 해야 하는 건지... 시청도 못하고 이용권 낭비하고싶지 않습니다. 빠른 조치 부탁드립니다.
133,아니 돈주고 볼수있냐고 하 진짜이럴 거면 이런 앱만들지 마셈
134,지상파 방송 콘텐츠 즐겁게 시청하고 있습니다! 검은태양 웨이브판 너무 매력적이네요..
135,회원가입 눌렀는데 몇 번을 눌러도 회원가입이 안 뜨네요
136,왜 만화를 볼려하는데 왜 이렇게 시즌이 안나오나요?... 그건빼곤 괜찮는데....이미 어떤 만화는 시즌2까지 나왔는데 시즌1 밖에 없네용..ㅠㅠ 끄건빼곤 괜찮습니다!
137,런닝맨도 추가해 주세요
138,보는 중간중간 버퍼가 생기는데...왜 그러는거죠ㅜㅅㅜ
139,영화를 구매했는데 시청이 안됨 시청하기누르면 개별구매하기로 넘어감 네이버페이로 카드결제한 내역도 있는데 완전 사기도아니고 짜증남
140,결재 안하면 들어가지도 못하구만?
141,정말 쿠팡은 너무 혜자네요 ... 사랑합니다 프리미어 리그를 이가격에 볼수있다고 생각하니 너무 기쁩니다ㅠ쿠팡 대박나세요
142,볼게없어요 무료이벤트라 설치했는데 들어가질 않아요
143,"가격 이정도 하고 이정도면 괜찮아요.
다만 다음 편으로 넘어갈때 자막 계속 다시 설정해야하는 오류 고쳐주세요"
144,요금이 너무 비싼거 아닌가요? 다른걸 이용해야지 원... 시간은 한정적인데 볼건 없음... 이럴거면 영화 본 편당 돈을 걷지.. 한달 괞히 결제했네요 볼것도 없으면서 한달 보면 뭐해 영화 별로 내주지도않네..
145,넷플릭스 가격올라서 이거 설치해봤는데 그냥 다시 넷플릭스 가야할듯.... 볼것도 없고... 자막 위치도... 번역도 이상하고.... 특히 뽀로로가 없다는것은 치명적... ㅋㅋ 마블 매니아들에겐 좋겠지만...
146,겟백 볼려고 가입했는데 그것만 쏙 빼놓고 없네요? 나가뒤지세요 그냥 ^^
147,요금인상 최악입니다
148,쓰레기같은앱이다.준비도 안하고 서비스개통한게 디즈니 주식 꼬라박는 이유를 알겠다.
149,보려다가 암걸리겠다 지짜 짜증난다
150,오름차순 내림차순 가능하게 해주세요
151,왜?언제부턴인가 실시간도 무조건 구매해야하는지 실시간인데....넘 하네.
152,유료있어서 .... 무료는 없나요 혹시 탈퇴 하고싶어요
153,랜덤 재생이 아닌 인기 순위 재생인가요? 개선 부탁드립니다.
154,관리 똑바로하세요 12월10일이 결제일인데 갑자기 가입을 진행하라지않나 카카오페이 결제정보 등록하면 바로해지되질않나 이뭔 b신 같은경우입니까 대한민국 통신3사에 통신비도 안내고 무임승차하는주제에 무료체험 없애고 가격올릴생각만 쳐하지말고 이런거나 똑바로관리하세요
155,다큐볼려고 구독했다가 볼거없어서 해지한다.아니 그 많은 다큐 시원하게좀 올리지 언제 올릴려고?
156,"연간멤버십 가입했는데
구독 취소 하고 싶습니다
(구독취소시에도 내년까지 구독해야
한다는 내용으로 확인이 됩니다.)"
157,가격 때문애 너쩌구 하는놈들 소직히 ㄸㄹㅇ 임
158,결제하고 이용하는 서비스에 왜계속 오류뜨는거임? 어떻게 보상할건데요
159,너무 쓰레기를 만들었어 내돈 9900 환불 시켜라
160,딸아이가 자주 이용합니다.
161,돈내고 보는건데 어플이 안켜지면 어떡하라는 건가요 저만 이러는 것도 아닌거 같던데ㅜ
162,연관 검색어 실화에요?ㅋㅋㅋ 도깨 까지 입력해도 도깨비 안나오는 매직
163,"앱이 오류없이 잘 작동합니다. 또 좋았던건, 당분간 잠깐 해지를 해두려했는데 깜빡해서 결제일이 지나버렸는데도, 영상 감상 하지 않고 2일정도 후에 해지를 누르니 이용료를 환불해줬습니다. 소비자를 생각하는 기업입니다."
164,개별구매는 왜 있는거야!! 이럴거면 가입은 왜 돈주고 하는건지!!! 쓰레기임! 바로삭제 들어간다!
165,쓰레기 넷플릭스
166,2년동안 한국출시안해서 손가락 빨게하고선 체험기간도없고 바로구매밖에 없는주제 디즈니플러스만의 상품이 빈약한건 둘째 치더라도 한글자막안되고 작품 포스터나 작품설명란을 보려고할때 랙걸리고 보기어렵게 한 것 때문에 스트레스 많이 받았습니다.
167,실시간 채널은 왜 우상단 끄트머리에 쪼~그만하게 해놓은건지.. 실시간 채널하고 다시보기만 나오던 옛버전이 좋았다.. 뱁새가 쓸데없이 오리지날 컨텐츠 만든다고 재미도 없는것 만들어도 황새같은 넷플릭스에 컨텐츠를 맞먹을것같진 않은데...
168,데드풀 등등 재생안되는 이유를 물어볼 고객센터 연결도 안되고 ... 망이다
169,유료임에도 시스템점검이라고하면서 재생안됨.공지도 없음.그냥 시청하다가 시스템점겅로 바뀌어버림.자기맘대로.옥수수때가더나았음.웨이브는별루.
170,"티빙 너무너무 좋고 정말 최고의 플랫폼인데
IOS는 구독하기에 왜 베이직 결제권밖에없는지ㅠㅠㅠㅠㅠㅠㅠ제발 스탠다드로 업그레이드하게해주세어여...."
171,지상파 채널 아예 안됨
172,광고없이 무한질주 감동의 독점작.
173,무료로보게해주세요 아님 저 죽어요...!
174,잠못잔다
175,"1.보고 다음화로 넘겨서 오프닝 건너뛰기 하면 안될때가 있어요 다시 나갔다 들어오면 되더라고요
2.계속 보고있는 컨텐츠들이 없어져요 
고쳐주세여ㅠ"
176,가격 손절ㅋㅋ 디즈니로 갈아타요 번창하세요
177,정주행채널로 보다가 검은사막 광고만 나오면 멈춰서 안넘어가는데 광고가 아니라 오히려 혐오감 양성시키네요.. 다른광고는 다시 정주행으로 잘 돌아오는데 개선이 필요해 보입니다.
178,김수현 때문에 갈아탐
179,구독취소하는걸 까먹었습니다 환불 좀 해주세요
180,와 어플진짜 쓰레기네
181,중간에 오류 많네요
182,설강화 이딴거 왜 만듬 디즈니 불매임
183,설강화 방영 개싫음;;;;;
184,설강화 내리기 전까지 이용 안함 ㅅㄱ~
185,진짜 사랑해요 w를 넣어 주시다니!! 이건 진짜 띵작이 거든요 제작자분도 꼭 봐야해요 진짜로 아 아무튼 가격도 싸고 배송비 무료에 쿠플 이용 까지 개 혜자임
186,설강화 방영에 항의합니다
187,죄송한데요 라이브 보려고하는데 라이브가 엉망진창이에요 라이브중에서 검색기능 있으면 좋을텐데 오늘도 못 찾아서 원하는라이브도 못보고 진짜 잘사용하고 있었는데 개선 안된다면 갈아타려고해요
188,설강화
189,설강화 때문에 지웁니다~
190,리뷰가 삭제되는건줄 알았더니 그건또 아닌거같고 이상하네요 다른앱들은 리뷰하면 내가쓴 리뷰 라도뜨는데 여기는 몇시간만 지나면 또 리뷰하기가 생겨있고... 뭐가 문제인지모르것네용
191,설강화가 역사왜곡이란건 아시나요? 정말 실망스럽고 어플 삭제합니다.
192,"구독취소한다 
역사외곡 드라마 내려라"
193,"설강화 때문에 별점 1점도 아깝네요.
설강화와 같이 일베에 동참하렵니까?
한국에서 자리잡으려면 설강화 내리세요."
194,설강화
195,설강화땜에 구독취소합니다
196,유료 사용한달 해보고 연장여부 결정하려했으나 설강화따위에 투자하는 모습보니 유료결재한게 아깝지만 앱삭제한다. 굿바이 디즈니플러스 멀리 안나간다
197,설강화 역사왜곡
198,설강화
199,설강화때문에 별점1개줍니다.
200,설강화 역사왜곡
201,"가격대비  너무  혜자네요 ㅠㅠ
무료배송에 ott서비스까지  ㅠㅠ  넘  좋습니다
ㄷ혹시   애플tv 지원할  계획이신지요 ㅠㅠ  좀더  넓은  화면으로  보고  싶네요  ㅋ"
202,무료영화 좋아요
203,설강화 지원하는 플랫폼 이용 안 해요~
204,설강화 방영 및 제작지원 철회 하세요. 디즈니 아웃 디즈니 아웃
205,구독을 쳐했는데 다른 기기로 접속하니까 구독 안된걸로 되있네요 앱 제대로 처만드세여
206,"설강화를 서비스하는 디즈니는 
기업의 본질이 뭔지 모르겠어요...

설강화 서비스 중단 요청합니다."
207,설강화 내려가면 재구독 예정.
208,라이온킹 쩌네요 ㅋ
209,ㅡㅡ 갤탭7쓰는데 가로모드가 안되요 돈주고 정상적인 어플을 만들랬더니 돈 받고도 쓰레기를 만드네 정신나갔네 양심이라도 있어라 돈 받아 먹으면
210,설강화 때문에 삭제합니다.
211,가입을 했는데 로그인이 안되요
212,여기서 보다니
213,설강화 나온거보고 바로 구독취소함
214,설강화?😨😨😨😨😨😨
215,다음 회차 넘어가서 보다가 중간에 끄고 어플 다시 키면 시청내역에서는 왜 계속 전회차에 남아있는건가요
216,자꾸 강제종료 되거나 제대로 재생 되지 않는 문제 흐름 끊기고 어이 없음 프리미엄 요금제인데... 타 경쟁사랑 비교 했을 때 어플이 너무 후짐...
217,드라마는 재생 잘되는데 영화는 왜 서비스연결안된다며 재생이 아예안되요. 심지어 구매한것도 서비스연결 지연된다구하며 계속 로딩하다 끝나네요?
218,정기결제 구독했는데 광고가 나오네요. 그리고 구독해도 영화는 따로 결제하는 게 많아서 별로네요
