,0
185,좋아하던 미드가 풀 시리즈로 있길래 신나게 정주행 하는데 자막.. 번역이 진짜 말도 못하게 엉망이네요. 시즌 3 정도까지 좋았는데 그 다음부터 원래 존댓말 하던 사람들이 싹 다 서로 반말을 하고 있고 몇 화 더 지나니까 이젠 모두에게 다 존댓말을 해요. 신경 안 쓰고싶은데 정말 미치게 신경쓰여서 다른 데서 찾아서 보고싶을 정도..
186,일단 드라마 시리즈에서 다음화로 바로 갈 수가 없고 재생중에 소리와 화면 밝기를 조절할 수가 없고 컨텐츠도 최신 마블정도 빼면 굉장히 부족합니다
187,최고입니다~~^^
188,감사합니다^^
189,영화최고!
190,OTT의 정석 과감한 투자를 하여 특별한 넷플만의 오리지널 작품들을 많이 만들어서 다른 곳과 차별화가 된다. 앞으로도 흥미로운 오리지널 작품들을 만나게 될 것 같아 기대된다.
191,미국
192,볼거 많아용
193,영화를 무료로 볼수있는개 맞나요?궁금해서요
194,역사왜곡 드라마 제작... 그렇게 pc를 강조하면서 흑인배우들을 섭외하는데 다른나라 민주화역사는 왜 왜곡하는거냐.
195,재미슴
196,최고입니다
197,재미있는 것들이 너무 많아요
198,히틀러의 선행을 드라마로 만들어야 하나요?
199,한달봤는데 아직 마블이나 애니메이션 관심없는 사람은 볼게 없어요. 그리고 역사왜곡 민주화운동 폄훼 설강화때문에 당분간 더 연장 안할것같아요.
200,마블 보는 재미로 보는데.. 폰에서 tv로 연결해서 보려고하는데 자꾸 안돼네요.. 개선 좀 해주세요..
201,자막도 별로고 앱 자체 설정도 구림 특히 번역 대체 누가 하는 거임? 게다가 설강화.. ㅋㅋㅋㅋ 지네 나라 역사 아니라고 타국 역사왜곡 앞장 서고 있는 꼴 정말 별로임 오리지널 드라마나 영화 퀄리티도 별로야 있는 컨텐츠도 없어 디즈니 이름만 갖고 장사하는 거같음 솔직히 마블 컨텐츠 아니면 아무도 구독 안 할 것 같음 별점 1점도 아깝지만 리뷰 남기려면 줘야하기에 줍니다 내 돈이 정말 아깝네요
202,재미있긴 한데 렉 너무 심해요
203,하이큐 4기랑 지박소년 하나코군.. 제발요.. 진짜 하이큐 4기는 줘야 하는거 아닌가요.. 다 좋은데 애니메이션 좀 늘려주세요..
204,역사를 왜곡하는 드라마 방영예정
205,"다양한 컨텐츠들도 많고 볼거리도 타 OTT들에는 없는 것들이 많아서 좋아요!! 그런데 1화까지만 한국어 자막이 제공되고 나머지는 자막이 아예 없어서 영어 듣기평가 하면서 겨우 보고 있어요… 와이우먼킬 너무 재밌는데 왜 2화부터는 자막이 없나요?ㅠㅠㅠㅠ 그거 빼고는 정말 좋은데,,, 자막 주세여 자막 ㅠㅠㅠㅠ"
206,감사합니다 최고에요
207,1년 구독을 해지함 내 아이가 봐야는데 역사왜곡 나치같은 안기부미화 오리지날 컨텐츠라니ㅋㅋㅋㅋㅋㅋㅋㅋ 설강화로 킬링컨텐츠 잘 만들었네 셀프킬링 디즈니 바이
208,역사왜곡 드라마 설강화 방영의 디즈니.
209,제발 이번 크리스마스 전까지 나홀로집에 시리즈 좀 넣어주세요... 🥺
210,기대 이하
