,0
104,성인인증을 몇번을했는데 계속하라고 뜨네 뭣같아서 구독취소합니다 돈받고일하면서 이런 사소한거 하나 안고치나요?
105,아니 비밀번호 변경하려고 이메일에 요청 보냈는데 유효기간이 보낸 시간보다 왜 더 빠른거죠 ㅋㅋㅋ 결제 까지 다 해놨는데 참나...
106,성인인증 몇번 하게 만드슈ㅡㅡtlqk 페니드레드풀 볼라다가 숨넘어가게 생겼다 4번 했는데 왜 자꾸 성인인증으로 뜨냐 빡치네
107,프로필 선택 창에서 선택이 안되는데 왜그런지 알수 있을까요??????
108,프로필 선택에서 아무것도 안눌러져요 폰 껐다 켜봐도 그렇고 어플 지웠다 깔아도 안돼요ㅠㅠㅠㅠ
109,와우 회원이라 사용해보려고 깔았는데 프로필 선택 화면에서 프로필 터치도 안되고 아무것도 안되네요
110,프로필 선택하는 초기화면에서 클릭이 안되고 계속 멈춰있습니다…
111,"프로필 선택 단계에서 오류가 발생합니다.
어플을 지웠다가 다시 깔아도
폰을 껐다가 켜도 안되네요
어플 왜이래요.. 이거 어떻게 해결하나요"
112,"지웠다가 깔아보고 아이디나 쿠팡어플 로그인으로 해도 프로필 선택하는 창에서 그냥 렉걸린것처럼 멈춰있어요
이거뭔가요"
113,잘쓰고있었는데 갑자기 프로필 들어가는거 이후로 앱오류 뜨면서 계속 재부팅됩니다ㅠ
114,어느순간부터 프로필에서 더이상 눌리지 않아(프로필 선택이 안됨) 이용하기가 어렵습니다. 몇번을 어플을 지우고 깔아도 마찬가지고요. 이유가 궁금합니다ㅠㅠ
115,"앱 다운받고 쿠팡아이디로 로그인 했는데 
프로필 선택창에서 프로필 선택도 안되고 추가도 안되요 
참고로 아이폰se2 사용중입니다"
116,프로필 터치 화면에서 계속 터치가 안되는데 어떻게 해결해야 합니까 기기를 껏다 켜도 안되는데
117,"프로필 화면에서  터치해서 누르면 렉 걸리듯이 
화면이 멈춰서 그대로에요!!  
앱 삭제 했다가 깔아도요! 
문제 수정 부탁드려요"
118,프로필 잠금 안되는것 좀 개선해주세요.
119,성인 콘텐츠는 재생이 안되고 나가지네요 인증이 필요하면 인증화면이 나오던가 해야죠
120,돼지의 왕 보러 가야겠으요!!! 아이들 컨텐츠 좀 많이 넣어주세요 ^^
121,엑사세3 보러 gogo
122,프로필 마다 비번걸게해주세요
123,고양이 프로필은 어디가고 이상한 이미지들만 ㅠㅠ
124,2022/04/18코인 충전 자동충전 코인 충전 한 코인 프로필에서 바로 보이게 해주세요 충전 시 수수료 환불은 뭐 어쩔 수 없지만 적어도 작품 구매 전에 내가 얼마나 코인 충전했는지는 직관적으로 보여야죠 작품 구매 전이 아닌 계정에서 바로 보이게끔요
125,결제가안돼요.. 결제방법도어렵고
