,0
41,최고다 디즈니!! 보고싶은걸 넘어 갖고싶었던 컨텐츠들~^^
42,재미있어요 드디어 굿
43,요한이 벼ㅇ시나 스파이더맨은 소니꺼잖아 왜 디즈니에서 찾아
44,컨텐츠는 신규라 볼께 있지만 앱이 너무 구림 아참 티비앱 자막크기 100프로는 코딱지 만하고 200프로는 플랜카드 글자크기임 150프로 좀 만들어야 할듯
45,"마블팬으로서, 디즈니팬인 아이를 키우는 입장으로서 단연 가성비 갑입니다"
46,"생각보다 컨텐츠의 다양성과 컨텐츠 수는 생각보다 적은 것 같네요. 디즈니에서 만든 영화들도 생각보다 없고, 애니도 그리 많지는 않네요. 볼거리가 금방 소신 될것 같아요. 많이 아쉬워요."
47,그동안 못보던 스타워즈 드라마 애니 볼수있어강추
48,자막 뒤의 검은 배경이 화면을 많이 가려서 거슬리네요. 그리고 ps5버젼 인터페이스는 느리고 오류가 많습니다. 디즈니 픽사 애니메이션을 좋아하는 아이를 위해 1년치 가입했지만 솔직히 넷플릭스 대비 컨텐츠의 양도 절대적으로 부족합니다. 볼게 부족하다는 거죠... 체감상 한 1/5정도..? 많이 노력해야겠네요.
49,좋긴 좋은것 같은데 자막이 너무 작아서 하나도 집중이 안되네요..
50,아직 쓰지않아서 1점 드려요. 구매하려는데 어떤 드라마나 영화가 있는지 알고싶은데 못 보더르고요. 구매전 비교하자면 왓챠앱같이 결제전 어떤 드라마 어떤 영화가 있는지 들어가면 보여주셨으면 좋겠어요
51,"미국에 체류할때 디즈니플러스 사용했었는데 그때 다양한 컨텐츠를 경험한 기억이 있어 이번 한국 서비스할때까지 2년간 기다렸는데, 팔콘과 윈터솔져도 없고 왓이프도 없고 심슨가족도 없네요... 미국보다 사용료 더 비싸게 내고 구독하는데 한국판에도 컨텐츠 신속하게 탑재 해주시기 바랍니다. 이쯤 되면 한국 차별한다는 이야기가 나올 것 같습니다."
52,"마블 좋아하시는 분들 추천 먼제 로키,완다비전,팔콘과윈터솔져 완다비전은 내년에 나올 닥터2와 연간이 있고 팔콘과윈터솔져는 팔콘이 제2의캡틴아메리카 되는 과정 로키는 모르겠고 다음주에 나올 호크아이 호크아이가 세데교체 되는 과정 이렇게 마블이 페이즈3에서페이즈4로 가는과정에 위에 소개한 드라마가 들에있음 아니면 마블페이즈3정주행"
53,일단 마블 스타워즈 팬으로써 너무 감동적임. 컨텐츠 뿐 아니라 한국어 더빙 까지ㅋㅋ 너무나도 마음에 든다. 다만 왓이프가 아직 없다는게 당황스럽다. 조만간 호크아이도 나올텐데 설마 바로 바로 못 볼수도 있다는건 아니겠지... 왓이프와 차후 신규 마블 드라마들에 대한 디즈니플러스코리아의 계획이 어떠한건지... 조속한 공지가 필요해 보인다.
54,최고임
55,넷플릭스도 볼게 없다고 했지만 여긴 넷플릭스 오리지널도 없네..
56,"드라마""태양의 후예""도 추가해주세요ㅎㅎ넘넘 재미있게 보고있습니다 ㅎㅎ"
57,스타워즈 마블 내가좋아하는건다있네요
58,"카테고리도 불편하고 직관적이지 못함
넷플릭스를 예로들면 영화도 한국영화 해외영화
그중에서도 세부 탭이 다있고
드라마, 등등 세분화되어 있는데 그른게 없음
걍 컨텐츠 있으니까 보겠지 하고 성의없이 내놓은느낌
한두달은 가겠지만 이대로라면 롱런은 힘들지 않을까??"
59,"드디어 출시되서 좋긴한데..ㅎ 앱을 급하게 만든건가ㅠ 광고는 계속하더니ㅠ 너무 불편…아니 시리즈물을 보는데 한편보고 다음편을 또 눌러야하다뇨…자동재생도 없고 화면밝기,음향조절등 이런거 없어서 너무 불편하네요ㅠㅠ개선점이 너무 많이보이는데 개선은 언제 해줄지…"
60,좋은데 시청중인 콘텐츠 삭제가 안 됨. 드라마 대충 맛 보고 볼까말까 정하는데 너무 지저분 해져서 불편해요
61,생각보다 손봐야할게 많음 1. 자막 크기설정 및 폰트설정 2. 밝기조절 안됌 3. 몇몇 드라마 시즌 완결 났는데도 다 안나왔거나 중간에 시즌하나가 빠짐 이거 좀 치명적입니다 나머지는 차후 보면서 댓글 남기겠습니다
62,감사해요
63,"초기에 삼개월은 천원도 안되는 금액이라고 하길래 그냥 한번 가입해봤습니다. 사실 금액 명시가 다 다르게 나와 불편을 겪었지만 워낙 저렴하니 대수롭지 않게 여겼습니다. 두달째엔 아무 알림 없이 6천원대 금액이 출금됐지만 워낙 혼동되게 만든 요금제이기도 하고 다른 플랫폼에 비해 저렴한 편이니 수긍했습니다. 
근데 여러모로 개선되어야 할 방면이 많은 것 같습니다. 콘텐츠는 다른 플랫폼에 비해 적은 편이지만 저야 워낙 마이너한 취향이라 콘텐츠 다양성에선 나쁘지 않았습니다. 프랑스 드라마라던지 다큐멘터리 좋았어요. 
근데 솔직히 터치가 잘 먹지 않는다던가 뒤로가기 누르면 바로 전단계로 가지 않는 점, 쓸데없는 여백이나 답답한 ui/ux 디자인? 한 5년정도 뒤쳐진 느낌입니다..조금만 더 개선됐으면 좋겠어요."
64,예전 드라마나 애니메이션을 보기에는 좋아요 그런데 제가 포켓몬을 좋아하는데 예전에 했던 시리즈 없이 썬문 w이렇게 두개만 있는데 더 추가만 되면 자주 이용하게 될것 같습니다 개인적으로 아쉽네요 ㅠ 영화도 몇개만 있어서 전에 봤던것인데 컨텐츠 추가 부탁드려요
65,정말 컨텐츠가 좋아요
66,일단 콘솔로보면 소리를 크게 키워도 엄청작고 10초 앞으로 10초 뒤로가기 하면 끊기고 버그인지 렉 인지 모르지만 화면이 안나올때도 있음 컨텐츠 안에 영상(영화.애니.드라마) 재미 있는 것들이 많아서 좋긴한데 그에반해 성능은 넷플리스 에 비해 상당히 떨어짐
67,"이거 뭔 구독 결제를 해야 결국 컨텐츠를 볼 수 있네요.... 내용물을 보고 구독을 해야지,,,디즈니+는 마블빼고는 컨텐츠에 자신이 없나보네요..."
