,0
143,자녀보호기능 때문에 설치가 안되서 해지했는데도 설치가 안되네요?
144,상담사로부터 구독 취소에 대한 잘못된 안내를 받고 구독 취소를 하였는데 결제 취소까지 됐습니다. 그에 따라 할인 받던 내역이 사라졌으며 손해가 발생했고 이에 대해 보상을 요청하는 바입니다.
145,해지없음
146,결제방식이 너무 구시대적입니다... 이렇게 귀찮은 결제방식 정말 오랜만에 봅니다 결제하다가 귀찮아서 하기싫어질정도에요..
147,가격만 올리면 누가 보겠냐
148,"결제는됬는데 왜 로그인하려고하면 다시 회원가입하라하고,결제가 안된걸로 나옵니까"
149,개별구매로 판매하는 상품은 타웹에선 공짜입니다 한달이용료 했을때 타상품이 유용합니다ㆍ볼프로가 없고 볼만한건 제다 개별구매니 메리트가 없습니다
150,결제까지했는데 ㅡㅡ 안들어가져요 ㅡㅡ
151,구글 추가 백업 결제가 안됨. 거부됨.
152,저도 프리미엄인데 왜 화질이 깨지나요
153,연락은 안되고 해지 한번하기가 드럽게 힘드네요
154,왜 자꾸 결제가 되지않는거죠? 모든 방식을 다썼는데도 안되네요 구글 비번쳐도 틀렸다고나오고 비번찾기로 비번도 바꿨는데도 아니라고 뜨고
155,혹시 스탠다드로 가입하게돼면 저포함 2명까지볼수있는건가요? 프리미엄은 저포함 4명까지구요? 그리구 여자친구랑 친구랑 같이이용할수있나요ㅡ한집에 안살아도요?
156,해지는 겁나어렵게해놨네ㅡㅡ 기어코 하는방법알아내서 해지함ㅡㅡ
157,해지한지 좀 되고 탈퇴하고싶어서 메일을 보냈는데도 탈퇴가 아직 안됐는데 빨리 하고싶은데요 빠른 처리 부탁드립니다.
158,상담 강아지같네 지들 앱에 문제 없다고 하네 딱봐도 앱문제인데 구독 취소 고려 해야할듯 오류때문에 폰바꾸는거 애바인듯
159,결재 아니면..ㅠ
160,고객센터 대응 최악
161,"시스템 오류가 잦고 자막은 오타, 맞춤법, 깨짐, 오역 등이 심한 수준입니다.. 재생 시스템도 불편해요"
162,두달사용하고 해지했는데 그태로1년동안 핸드폰으로 요금 14500원 빠져나갔어요 문의했더니 돌려주지도않고 ᆢ완전사기꾼들ᆢ핸드폰으로 영화보고 분명 핸드폰으로. 해지했는데. 그대로 해지않해주고. 계속 핸폰요금제로. 돈이나간거에요 절대그냥해지하지말고 꼭 전화해서. 해지하세요 할말 없으니까 이메일에서 해지했냐고 딴말해요 ᆢ미쳐 완전사기꾼들이고. ㆍ도둑소굴이에요 절대 이런곳에서 영화 봐주지마세요 외국돈벌게해주는거에요
163,정기결제 내역은 네이버에서 확인됐는데 12시 이후로 티빙에서는 이용권이없다고 이용이안되네요. 빨리해결해주세요.
164,구글티비박스 애트모스 지원 언제되나요?
165,취소놨는데 자동결제는 왜 되는거냐
166,웨이브 개 불편하네 티비로 영상 보려고 하는데 가운ㄷㅔ 동그라미 계속 돌아가네..;;
167,ㅇ흐레기
